ID (Unique record ID),"Species (Dominant tree species, Latin ...)","Spec code (Tree species code, see ""Speci...)","Trees comp (Tree species composition, e.g...)",Comm (Structure of age),Origin,Site ind (Site index code (from 0 to 12...),Standage,Trees canopy h [m] (Average height of the stand -...),DBH [cm] (Average),Trees [#/ha],Stocking rel (Ratio of basal area of a plot...),Tree BA [m**2/ha] (total cross-sectional area of...),Trees grow stock vol [m**3/ha] (Volume of stems of all living...),Stemoverbark,Biom live dm [t/ha] (Bark of stem),Biom live dm [t/ha] (Branches over bark),Foliage,Stumproots,Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Roots with the diameter less ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Total live biomass of understory),Biom live dm [t/ha] (Above-ground live biomass of ...),Biom live dm [t/ha] (Total live biomass of green f...),Biom dm [t/ha] (Snags),Biom dm [t/ha] (Logs),Biom dm [t/ha] (Coarse woody debris),Biom dm [t/ha] (Dead branches of living trees),Biom dm [t/ha] (Dead roots),Biom dm [t/ha] (Litter),Country (Country code (ISO ALPHA-3)),Latitude,Longitude,Altitude [m],Date (Year of measurements),Trees (Number of trees selected for ...),LAI,"Ecoregion (Code of ecoregion (Olson, 200...)",Reference
2556,"Betula pendula, B. pubescens",124,"70-Bi,30-As",,Natural,8,35,10,7.2,2060,0.65,,51,27.7,,3.876,2.295,13.311,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
2530,"Betula pendula, B. pubescens",124,"70-Bi,30-As",,Natural,6,44,18.6,12.8,2930,0.94,,191,104,,9.55,4.202,26.931,,,,,,,,,,,,,,,,,RUS,58.1,38.7,,1980,,,80436,"Il'yushenko, 1982"
2428,"Betula pendula, B. pubescens",124,"70-Bi,30-As",,Natural,5,61,24,18,1532,1.55,,468,239,,35.1,6.084,49.608,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
3254,Betula lanata,124,"70-Bi,30-Fi",,Natural,11,100,9,16,1180,0.58,,35,17.1,,5.24,1.29,28,,,,,,,,,,,,,,,,,RUS,53.97,109.37,,1974,,,80601,"Molozhnikov, Pautova, 1976; Pautova, 1976a"
8910,"Betula pendula, B. pubescens",124,"70-Bi,30-Pi",,Natural,6,35,14.3,12,2800,1.55,,210,121.1,11.8,9.18,4.1,36.6,,,,,,,,,,,,,,,,,RUS,62,34,,1975,,,80608,"Medvedeva, 1974, 1977; Medvedeva et al., 1977"
4232,"Betula pendula, B. pubescens",124,"70-Bi,30-Pi",,Natural,5,60,25.7,22.3,4460,0.99,,333,156.68,,11.35,2.84,29.61,,4.69,,,,,,,,,,,,,,,RUS,55.4,36.4,,1956,1,,80436,"Smirnova, Gorodentseva, 1958"
7660,Abies sibirica,103,"70-Fi,20-Bi,10-Sp",,Natural,9,130,21,23.2,647,0.91,31.23,290,83.59,9.39,12.81,7.8,20.72,,,,,0.3,0.6,0.9,,1.04,,8.4,,,3.39,,11.23,RUS,59,93,450,1977,,,80601,"Kuzikov, 1979 a,b"
7718,Abies nordmanniana,103,"70-Fi,30-Be",,Natural,6,283,37.6,73.9,418,,,601,275.1,,41.4,10.1,68.8,,,,,,,,,,,,,,,,,RUS,44.08,40.33,1590,1971,,,80408,"Veselov, 1973"
40,Larix sibirica,104,"70-La,20-Bi,10-Sp",even-aged,Natural,8,170,24,21,379,0.66,,278,157.9,21.9,7.5,4.8,35.5,,,,,0.28,0.12,0.4,,2.17,,,,,,,10.4,RUS,52,95.3,,1967,5月8日,,80815,"Pozdnyakov et al., 1969"
2878,"Larix czekanovskii, L. gmelinii",104,"70-La,30-Bi",,Natural,12,155,7,8,275,0.11,,5.6,3.03,,0.41,0.1,3.9,,,,,,,,,,,,,,,,,RUS,70,90,,1981,,,81111,"Yarmishko, Demianov, 1983; Deyeva, 1985, 1987"
8848,"Larix, Pinus sibirica",104,"70-La,30-Ps",,Natural,11,200,12.8,20.4,322,0.34,,60.2,27.9,3.8,4.9,1.8,22.4,,,,,,,,,,,,,,,,,RUS,65.5,90,,2000,,,80601,"Pleshikov et al., 2002"
3414,Quercus robur,110,"70-Oa,10-Ah,10-Li,10-Ma",,Natural,6,20,7.7,4.1,18330,1.14,,87,47.2,,5.73,4.38,26.5,,,,,,,,,,,,,,,,,RUS,51.2,42,,1962,,,80419,"Molchanov, 1964"
3420,Quercus robur,110,"70-Oa,10-Ah,10-Ma,10-Li",,Natural,7,140,27.7,47.6,218,1.01,,514,424.7,,82.2,3.29,126.1,,,,,,,,,,,,,,,,,RUS,51.2,42,,1962,,,80419,"Molchanov, 1964"
3424,Quercus robur,110,"70-Oa,10-Ah,10-Ma,10-Li",,Natural,7,220,29.5,69.2,71,0.67,,373,352.3,,71.3,3.38,91.2,,,,,,,,,,,,,,,,,RUS,51.2,42,,1962,,,80419,"Molchanov, 1964"
1722,Quercus robur,110,"70-Oa,10-Ma,20-Hb",,Natural,6,27,10.2,11.8,3761,1.11,,126,73,,8.82,2.52,18.09,,,,,,,,,,,,,,,,,UKR,51,30,,1992,,,80412,"Lakyda et al., 2006"
1723,Quercus robur,110,"70-Oa,10-Ma,20-Hb",,Natural,6,44,17.9,19.5,3320,1.57,,413,238,,28.91,5.369,35.89,,,,,,,,,,,,,,,,,UKR,51,30,,1992,,,80412,"Lakyda et al., 2006"
1700,Quercus robur,110,"70-Oa,10-Ma,20-Pi",,Natural,7,19,6.8,4.8,7000,0.71,,46,26,,4.6,2.208,9.31,,,,,,,,,,,,,,,,,UKR,51,30,,1992,,,80412,"Lakyda et al., 2006"
1692,Quercus robur,110,"70-Oa,10-Pi,20-Bi",,Natural,7,74,20.8,26.5,502,1.27,,422,221,,25.32,1.688,38.9,,,,,,,,,,,,,,,,,UKR,51,30,,1992,,,80412,"Lakyda, Domashovets, 2009; Odinak, 1992; Guz', 1996"
1764,Quercus robur,110,"70-Oa,20-Ah,10-Hb",,Natural,6,29,12.3,13.4,3100,1.04,,155,83.3,10.7,14.26,3.875,51.15,,,,,,,,,,,,,,,,,UKR,48.2,32.3,200,1974,,,80814,"Vatkovski, 1976"
1717,Quercus robur,110,"70-Oa,20-Hb,10-Ah",,Natural,4,35,17.8,18.1,808,0.74,,193,113,,11.58,1.544,18.06,,,,,,,,,,,,,,,,,UKR,51,30,,1992,,,80412,"Lakyda et al., 2006"
1718,Quercus robur,110,"70-Oa,20-Hb,10-Ah",,Natural,7,42,14.3,16.7,867,0.65,,121,69,,15.73,2.783,9.27,,,,,,,,,,,,,,,,,UKR,51,30,,1992,,,80412,"Lakyda et al., 2006"
9636,Quercus robur,110,"70-Oa,20-Hb,10-Bi",,Natural,6,47,18.2,19.2,1028,,,224,122.53,17.9,16.05,2.05,18.75,,,,,,,,,,,,,,,,,UKR,49.5,27.5,,2004,,,80412,"Lakyda et al., 2006"
9624,Quercus robur,110,"70-Oa,20-Hb,10-Bi",,Natural,6,103,28,41,283,,,359,198.17,39.7,25.87,1.26,27.74,,,,,,,,,,,,,,,,,UKR,49.5,27.5,,2004,,,80412,"Lakyda et al., 2006"
9208,Quercus robur,110,"70-Oa,20-Li,10-Ah",,Natural,6,25,9.2,7.3,4183,,,50,33.2,,5.63,2.2,34.9,,,,,,,,,,,,,,,,,RUS,51.33,42,,1953,,,80419,"Mina, 1955"
1705,Quercus robur,110,"70-Oa,30-Ah",,Natural,5,28,14.9,13.4,2189,0.8,,159,91,,14.31,4.929,15.99,,,,,,,,,,,,,,,,,UKR,51,30,,1992,,,80412,"Lakyda et al., 2006"
9190,Quercus robur,110,"70-Oa,30-Ah",,Natural,6,85,27.5,27.5,936,,,304,162.4,,25.7,5.33,25.7,,,,,,,,,,,,,,,,,RUS,51.67,39,,2002,,,80419,"Martynenko, 2004, 2005"
9191,Quercus robur,110,"70-Oa,30-Ah",,Natural,7,105,25.4,25.4,836,,,326,179,,28.6,6,28.6,,,,,,,,,,,,,,,,,RUS,51.67,39,,2002,,,80419,"Martynenko, 2004, 2005"
1767,Quercus robur,110,"70-Oa,30-As",,Natural,5,30,14.6,17.6,912,0.52,,101,70,10.1,10.302,3.333,34.239,,,,,,,,,,,,,,,,,UKR,51.5,32.3,168,1974,,,80412,"Vatkovski, 1976"
3460,Quercus robur,110,"70-Oa,30-Li",,Natural,7,55,18.3,22,428,0.51,,139,97.6,,19.7,2.3,29.8,,,,,,,,,,,,,,,,,RUS,51.4,39.2,,1959,,,80419,"Remezov, 1961"
7911,Pinus sylvestris,101,"70-Pi,10-La,10-Bi,10-As",,Natural,6,19,7.4,4.1,22150,1.22,,98.4,34.7,,4.98,4.58,11.1,,,,,,,,,,,,,,,,,RUS,57.83,43.33,,1960,,,80608,"Polikarpov, 1962"
2387,Pinus sylvestris,101,"70-Pi,20-As,10-Bi",,Natural,5,60,23,20,1379,0.86,,398,179,,23.482,7.562,44.178,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
4732,Pinus sylvestris,101,"70-Pi,20-Bi,10-Sp",,Natural,7,50,15.3,11.1,2065,0.64,,155,60.6,8.1,13.4,6.8,23.5,,,,,,,,,,,,,,,,,BLR,54,26,,1981,,,80412,"Boyko et al., 1983"
7984,Pinus sylvestris,101,"70-Pi,20-Bi,10-Sp",,Natural,7,90,22.9,20.9,1550,0.92,,382,187.5,18.7,12.59,5.93,41.7,,,,,,,,,,,,,,,,,RUS,63.5,38.67,,1971,,,80608,"Vakurov, 1973, 1974b"
7747,Pinus sylvestris,101,"70-Pi,20-Bi,10-Sp",,Natural,10,117,14.8,13.4,1622,0.73,,154,72,9,9.5,5.7,26,,,,,,,,,,,,,,,,,RUS,62,33,,1975,,,80608,"Medvedeva, 1974, 1978; Medvedeva, Egorova, 1977; Medvedeva et al., 1977"
8060,Pinus sylvestris,101,"70-Pi,20-Sp,10-Bi",,Natural,9,70,15,16,3062,1.08,,240,111.4,7.94,12.5,8.1,33.1,,,,,,,,,,,,,,,,,RUS,62.28,50.67,,1980,,,80608,"Bobkova et al., 1982"
8309,Pinus sylvestris,101,"70-Pi,30-Bi",,Natural,9,15,2.8,1.2,70250,1.51,,31.6,12.1,2.37,2.95,7.02,3.06,,,,,,,,,,,,,,,,,RUS,54.33,82.5,,1966,,,80809,"Gabeyev, 1968, 1969, 1976, 1990"
8195,Pinus sylvestris,101,"70-Pi,30-Bi",,Natural,9,21,4.2,3.3,23326,2,,103,43.6,,9.07,2.12,7.3,,,,,,,,,,,,,,,,,RUS,56.42,60.17,,1968,,,80610,"Luganskaya, 1970; Luganskaya, Luganski, 1970"
8301,Pinus sylvestris,101,"70-Pi,30-Bi",,Natural,8,37,9.1,5.9,5140,1.22,,138,64.8,7.65,11.5,4.83,20.2,,,,,,,,,,,,,,,,,RUS,56.72,85.67,,1966,,,80444,"Gabeyev, 1968, 1976, 1990"
1895,Pinus sylvestris,101,"70-Pi,30-Bi",,Natural,6,56,18.1,19.6,898,0.78,,246,136.4,,13.776,5.904,39.36,,,,,,,,,,,,,,,,,BLR,53.25,28.83,,1968,,,80412,"Yurkevich, Yaroshevich, 1974"
2393,Pinus sylvestris,101,"70-Pi,30-Bi",,Natural,7,70,20,22,1025,0.87,,303,126.8,,16.362,8.787,36.36,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
7748,Pinus sylvestris,101,"70-Pi,30-Bi",,Natural,10,75,15,12.6,1413,0.67,,144,73.1,6.5,10.2,5,20.8,,,,,,,,,,,,,,,,,RUS,62,33,,1975,,,80608,"Medvedeva, 1974, 1978; Medvedeva, Egorova, 1977; Medvedeva et al., 1977"
2030,Pinus sylvestris,101,"70-Pi,30-Oa",,Natural,6,15,7.1,8.4,3125,0.95,,72,26.5,,8.568,5.112,5.04,,,,,,,,,,,,,,,,,UKR,50,27,,1971,,,80412,"Myakushko, 1972, 1978"
1979,Pinus sylvestris,101,"70-Pi,30-Oa",,Natural,5,40,19.5,20.7,1565,0.44,,164,68.9,,8.036,3.444,11.48,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
2031,Pinus sylvestris,101,"70-Pi,30-Oa",,Natural,5,41,19.4,22.3,1104,0.47,,172,72.5,,5.676,4.644,18.92,,,,,,,,,,,,,,,,,UKR,50,27,,1971,,,80412,"Myakushko, 1972, 1978"
2029,Pinus sylvestris,101,"70-Pi,30-Oa",,Natural,5,48,21.1,21.8,872,0.91,,376,163,,46.248,10.152,26.32,,,,,,,,,,,,,,,,,UKR,50,27,,1971,,,80412,"Myakushko, 1972, 1978"
2036,Pinus sylvestris,101,"70-Pi,30-Oa",,Natural,5,70,29,33.8,462,0.64,,404,188,,10.504,5.656,52.52,,,,,,,,,,,,,,,,,UKR,50,27,,1971,,,80412,"Myakushko, 1972, 1978"
1981,Pinus sylvestris,101,"70-Pi,30-Oa",,Natural,6,73,24.3,31.3,610,0.58,,274,128.7,,6.302,1.918,24.66,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
1985,Pinus sylvestris,101,"70-Pi,30-Oa",,Natural,6,86,30.5,39.7,625,0.34,,212,102.9,,6.36,2.12,21.2,,,,,,,,,,,,,,,,,UKR,50,27,,1970,,,80412,"Myakushko, 1972, 1978"
4742,Pinus sylvestris,101,"70-Pi,30-Oa",,Natural,6,140,31.5,48.2,212,0.69,,449,212.1,,22.5,3.49,43.1,,,,,,,,,,,,,,,,,BLR,52.67,24,,1972,,,80412,"Utenkova, 1974"
9805,Pinus sylvestris,101,"70-Pi,30-Sp",,Natural,10,180,18,21.6,918,1.1,,298,116.4,8.42,29.3,9.1,43.5,,,,,,,,,,,,,,,,,SWE,64.22,19.5,175,1998,,,80608,"Persson et al., 2000"
3138,Pinus koraiensis,105,"70-Pk,20-Bi,10-Sp",,Natural,9,180,22,32,520,0.7,,368,170.8,21.3,27.2,7.02,38.5,,,,,,,,,,,,,,,,,RUS,44,132,,1977,,,80907,"Opritova et al., 1982; Utenkova, Flyagina, 1983"
3131,Pinus koraiensis,105,"70-Pk,20-Bi,10-Sp",,Natural,8,180,22.9,33.6,746,0.7,,368,186.4,21.9,28.4,6.37,41.9,,,,,,,,,,,,,,,,,RUS,44,132,,1991,,,80907,"Sapozhnikov et al., 1993"
7423,Picea abies,102,"70-Sp,10-As,10-So,10-Wi",,Natural,7,26,8.7,8.2,8358,,,117,39.8,4,13.2,9.2,13.6,,,,,,,,,,,,,,,,,RUS,58,33,,1969,,,80436,"Smirnov,1971a,b"
9442,Picea abies,102,"70-Sp,10-Fi,20-Be",,Natural,6,20,6.5,6.1,16523,,,127,43.1,7.5,10.6,8.4,38.6,,,,,,,,,,,,,,,,,UKR,48.75,24.5,1100,1975,,,80504,"Pasternak, Chernyavskii, 1977"
4665,Picea abies,102,"70-Sp,10-Pi,10-Bi,10-As",,Natural,7,110,25,26.9,578,,,392.8,192.3,15.5,31,28.1,53.3,,,,,,,,,,,,,,,,,BLR,53.33,30.83,,1969,,,80412,"Yurkevich et al., 1971, 1975"
1150,Picea abies,102,"70-Sp,10-Pi,20-Bi",,Natural,11,120,13.7,13.4,1237,0.8,,137,78,7.1,12.7,5.4,36.5,,,,,,,,,6.4,,,,,4.5,,,RUS,56.3,33,,1971,,,80436,"Abrazhko, 1973"
7385,Picea abies,102,"70-Sp,10-Pi,20-Bi",,Natural,6,160,31.8,45.6,638,,,992,443.4,26.4,23.7,22.7,75.7,,,,,,,,,,,,,,,,,RUS,59.5,33,,1976,,,80608,"Marchenko, Rokjanis, 1978"
7401,Picea abies,102,"70-Sp,20-As,10-Bi",,Natural,6,51,20.6,17,1615,,,364,154.9,,20.3,15.5,60.9,,,,,,,,,,,,,,,,,RUS,56.5,33,,1957,,,80436,"Remezov et al., 1959"
9860,Picea abies,102,"70-Sp,20-As,10-Bi",,Natural,6,100,27.1,30.5,376,,,445,167,,17.6,4.4,60,,,,,,,,,,,,,,,,,EST,59,26,,1975,,,80436,"Frey, Koppel, 1983; Frey, 1977"
7469,Picea abies,102,"70-Sp,20-As,10-Bi",,Natural,9,110,19.2,19.5,971,,,357,159.8,,22.5,14.36,76.2,,,,,,,,,,,,,,,,,RUS,60,40.5,,1960,,,80608,"Parshevnikov, 1962; Rodin, Bazilevich,1965"
4666,Picea abies,102,"70-Sp,20-Bi,10-As",,Natural,7,80,22.1,17.8,1236,,,336.4,164.7,13.3,26.3,25.4,45.8,,,,,,,,,,,,,,,,,BLR,53.33,30.83,,1969,,,80412,"Yurkevich et al., 1971, 1975"
4667,Picea abies,102,"70-Sp,20-Bi,10-As",,Natural,7,85,23,20.2,1248,,,420.2,205.7,16.6,33.5,29.4,57.1,,,,,,,,,,,,,,,,,BLR,53.33,30.83,,1969,,,80412,"Yurkevich et al., 1971, 1975"
2418,Picea abies,102,"70-Sp,20-Bi,10-P",,Natural,8,130,25,24,920,0.9,,451,185.2,,28.413,14.432,53.669,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
7446,Picea abies,102,"70-Sp,20-Bi,10-Pi",,Natural,11,110,10.9,14.9,668,,,64,28.9,,5.32,2.8,11.3,,,,,,,,,,,,,,,,,RUS,67.5,35,,1977,,,80608,"Manakov, Nikonov, 1979, 1981"
7471,Picea abies,102,"70-Sp,20-Bi,10-Pi",uneven-aged,Natural,9,120,16,16,2160,,,228,105.85,12.44,18.4,14.35,39.56,,,,,,,,,,,,,,,,,RUS,62,50.33,,1985,,,80608,"Bobkova, 1987"
1232,Picea abies,102,"70-Sp,20-Bi,10-Pi",uneven-aged,Natural,10,130,14,15,1858,0.78,,170,93.52,11.59,13.25,11.34,38.11,,,,,,,,,,,,,,,,,RUS,64.5,55.5,,1985,,,80608,"Bobkova, 1987"
2419,Picea abies,102,"70-Sp,20-Bi,10-Pi",,Natural,9,155,19,18.1,984,0.7,,222,102,,14.874,9.324,30.636,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
9425,Picea abies,102,"70-Sp,20-Fi,10-Be",,Natural,6,89,23.1,27.5,1907,,,719,283.6,20.8,31.5,25.2,78.9,,,,,,,,,,,,,,,,,UKR,48,24.17,1085,1974,,,80504,"Chernyavskii, 1976"
2411,Picea abies,102,"70-Sp,20-Pi,10-Bi",,Natural,7,75,22,20.8,873,0.6,,359,152.2,,22.258,12.565,44.875,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
4656,Picea abies,102,"70-Sp,30-As",,Natural,6,75,26.2,23,960,,,516.4,252.9,20.5,41.6,33.9,70.2,,,,,,,,,,,,,,,,,BLR,53.33,30.83,,1969,,,80412,"Yurkevich et al., 1971, 1975"
5290,Picea abies,102,"70-Sp,30-Be",,Natural,5,47,23.7,23.6,910,,,469,215.1,13.8,23.6,8.24,32.5,,,,,,,,,,,,,,,,,GER,48.25,11.67,490,1996,,,80445,"Pretzsch et al., 1998"
1331,"Picea, Betula pendula, B. pubescens",102,"70-Sp,30-Bi",,Natural,6,15,6.4,5.4,4455,0.48,10,44.1,19.26,,5.13,2.47,7.29,,,,,,,,,,,,,,0.11,,,RUS,57.3,41,,1977,,,80608,"Pis'merov et al., 1979"
1330,Picea abies,102,"70-Sp,30-Bi",,Natural,7,15,5.6,4.3,6755,0.5,9.9,37.1,13.87,,3.15,1.64,5.01,,,,,,,,,,,,,,0.27,,,RUS,57.3,41,,1977,,,80608,"Pisarenko et al., 1979"
7615,Picea obovata,102,"70-Sp,30-Bi",,Natural,12,51,3.3,8.9,2050,,,74,31.1,,8,5.3,21.3,,,,,,,,,,,,,,,,,RUS,54.33,58.67,1300,2005,,,80610,"Nagimov et al., 2007"
1222,Picea obovata,102,"70-Sp,30-Bi",uneven-aged,Natural,11,110,10,12,1730,0.65,,109,51.24,8.95,10.26,6.06,38.66,,,,,,,,,,,,,,,,,RUS,62,50.2,,1985,,,80608,"Bobkova, 2007"
7553,Picea obovata,102,"70-Sp,30-Bi",,Natural,9,130,13,11,887,,,131,59.2,,11.3,9.52,35.2,,,,,,,,,,,,,,,,,RUS,66,53,,1971,,,80608,"Zaboyeva et al., 1973"
7452,Picea abies,102,"70-Sp,30-Bi",,Natural,10,170,14.1,16.2,1639,,,238,107.2,,17.6,9.04,33.7,,,,,,,,,,,,,,,,,RUS,67.5,35,,1977,,,80608,"Manakov, Nikonov, 1979, 1981"
3001,Picea obovata,102,"70-Sp,30-Bi",,Natural,11,205,,14.2,758,0.7,,76,36.5,5.8,5.86,2.84,36.7,,,,,,,,,,,,,,,,,RUS,66.3,60,,1976,,,81108,"Chertovskoi et al., 1978"
2404,Picea abies,102,"70-Sp,30-Pi",,Natural,4,50,24,13.3,1721,0.5,,279,109.8,,14.508,11.718,36.549,,,,,,,,,,,,,,,,,RUS,59.3,44,,1995,,,80608,"Utkin et al., 1997"
1224,"Betula pendula, Pinus sylvestris",124,"76-Bi,20-Pi,2-La,2-Sp",,Natural,11,27,2.3,,83000,,,65.75,15.135,,3.44,2.602,8.734,,,,,,,,,,9.78,0.291,,,,,36.029,RUS,64.5,55.5,,2003,,3.96,80608,"Bobkova, 2005"
1288,Quercus robur,110,"76-Oa,20-As,2-Ah,2-Bi",,Natural,7,60,18.2,19.6,600,0.59,,159,101.8,16.4,20.4,2.6,32.9,,,,,,,,,6,,,,,,,7.7,BLR,52,28,,1985,,,80412,"Kirkovski, 1987"
971,Quercus mongolica,110,"77-Oa,10-Li,10-Be,3-__",even-aged,Natural,7,48,15.2,14.2,2383,1.02,24.78,209,127.499,18.424,18.788,3.947,63.4,,,,,0.0698,1.0421,1.1119,,,,,,,,,,RUS,43.3,134,,1979,10月20日,,80443,"Zheleznikov, 1973, 1981a,b,c"
2486,Picea abies,102,"77-Sp,10-Al,10-Bi,3-Wi",,Natural,9,130,17.7,17.6,1040,0.7,,226.4,97.3,,13.3576,9.056,38.941,,,,,,,,,2.264,,,,,,,,RUS,56,38,,1969,,,80436,"Smirnov,1971a,b"
1178,Picea abies,102,"77-Sp,20-Bi,3-Pi",uneven-aged,Natural,11,200,11.3,13.5,980,0.5,17.9,135,67.88,5.97,13.43,3.49,17.18,,,,,,,,,7.28,,,,,7.25,4.15,,RUS,63.3,38.4,,1980,,,80608,"Vakurov, Polyakova, 1982a"
58,Abies sibirica,103,"78-Fi,20-Sp,1-Bi,1-Ps",,Natural,9,74,14,14.4,1210,0.7,19.1,147,40.83,5.54,8.62,6,10.61,,,,,0.37,,,,3.16,,6.08,,,2.14,,15.97,RUS,62,87,,1977,3月5日,,80611,"Kuzikov, 1979a,b"
65,Abies sibirica,103,"79-Fi,10-Sp,1-Bi",,Natural,9,80,15.1,16.2,881,0.68,18.9,153,46.64,5.23,7.02,5.12,10.35,,,,,0.47,0.34,0.81,,2.11,,10.15,,,1.72,,14.82,RUS,62,87,,1977,3月5日,,80611,"Kuzikov, 1979a,b"
60,Abies sibirica,103,"79-Fi,20-Ps,1-Sp",,Natural,8,95,19.3,22.2,542,0.63,20,219,59.35,8.54,11.98,6.44,13.72,,,,,0.57,,,,3.23,,5.64,,,1.93,,15.13,RUS,62,87,,1977,3月5日,,80611,"Kuzikov, 1979a,b"
42,Abies sibirica,103,"79-Fi,20-Sp,1-Ps",,Natural,8,58,13,,1525,1.03,26.3,180,49.24,9.44,7.91,7.7,10.16,,,,,0.14,0.37,0.51,,0.85,,7.86,,,1.6,,6.9,RUS,59,93,,1977,3月5日,,80601,"Kuzikov, 1979a,b"
1285,Pinus sylvestris,110,"79-Oa,20-Bi,1-Pi",,Natural,9,140,21.6,25.8,480,0.74,,259.8,134.3,,26.7,4.1,47.6,,,,,,,,,2.5,,,,,,,8.5,BLR,52,28,,1985,,,80412,"Kirkovski, 1987"
1279,Pinus sylvestris,101,"79-Pi,20-Bi,1-Oa",,Natural,7,50,13.6,15.4,1745,0.93,,190,87.8,,13.7,4.1,14.4,,,,,,,,,4.7,,,,,,,15.9,BLR,52,29,,1985,,,80412,"Kirkovski, 1987"
1280,Pinus sylvestris,101,"79-Pi,20-Bi,1-Oa",,Natural,6,60,23.3,22.2,665,0.62,,277.7,106.5,,14.4,5.4,26.4,,,,,,,,,5.5,,,,,,,26.4,BLR,52,29,,1985,,,80412,"Kirkovski, 1987"
4634,Fraxinus excelsior,114,"80-Ah,20-Hb,10-Oa",,Natural,8,45,12,12.5,1970,,,153,84,,46.9,3.2,45.6,,,,,,,,,,,,,,,,,AZE,41,49,1450,1978,,,80408,"Gasanov, 1980"
1789,Alnus glutinosa,127,"80-Al,10-Bi,10-Sp",,Natural,7,55,19.8,19.9,916,0.8,,230,121.8,,13.8,4.6,36.8,,,,,,,,,,,,,,,,,LTU,55.5,23.6,,1976,,,80436,"Kapustinskaite, 1978"
3798,Alnus incana,126,"80-Al,20-As",,Natural,6,30,19,17,1000,1.2,,334,164.2,,17.7,2.88,15.6,,,,,,,,,,,,,,,,,RUS,58,33,,1978,,,80436,"Lazukova, Shuytsev, 1980"
1790,Alnus glutinosa,127,"80-Al,20-Bi",,Natural,5,14,10.2,6.7,5250,1.3,,109,53.7,,6.54,2.18,14.17,,,,,,,,,,,,,,,,,LTU,55.5,23.6,,1976,,,80436,"Kapustinskaite, 1978"
1792,Alnus glutinosa,127,"80-Al,20-Bi",,Natural,7,25,12.6,10,2802,1.2,,138,66.6,,6.762,1.518,17.94,,,,,,,,,,,,,,,,,LTU,55.5,23.6,,1976,,,80436,"Kapustinskaite, 1978"
1791,Alnus glutinosa,127,"80-Al,20-Bi",,Natural,7,44,18.8,15,2725,1.1,,279,128.2,,9.486,1.674,27.9,,,,,,,,,,,,,,,,,LTU,55.5,23.6,,1976,,,80436,"Kapustinskaite, 1978"
9126,Populus tremula,125,"80-As,10-Li,10-Ma",,Natural,7,10,4.9,2.2,11630,,,12.1,4.9,,0.2,0.6,12.2,,,,,,,,,,,,,,,,,RUS,51.83,39.58,,1951,,,80419,"Remezov, Bykova, 1953"
9109,Populus tremula,125,"80-As,20-Sp",,Natural,6,85,26.3,30.9,504,,,445,137,21.3,19.1,2.01,26.9,,,,,,,,,,,,,,,,,RUS,58.17,38.33,,1966,,,80608,"Rozhdestvenski, 1979, 1982; Kashlev, 1968"
5802,Malus sieversii,177,"80-At,20-Ha",,Natural,11,90,7.5,30.2,400,,,,38.89,2.122,21.47,1.078,44.02,,,,,,0.418,0.418,0.766,2.706,15.243,,,,,,,KAZ,43,77,1500,1972,,,81019,"Rodionov et al., 1974, 1975"
9754,Fagus sylvatica,112,"80-Be,10-Hb,10-Bi",,Natural,6,30,13,7.6,3500,,,163,92.1,8.44,14.1,3.27,19.9,,,,,,,,,,,,,,,,,FRA,48.67,7.08,300,1999,,,80445,"Ottorini, Le Goff, 1998; Le Goff, Ottorini, 2001"
9646,Fagus sylvatica,112,"80-Be,20-Ma",,Natural,6,31,14.8,12,1642,,,218,129.9,6.3,60.6,5,44.8,,,,,,,,,,,,,,,,,UKR,49,24.5,,1990,,,80504,"Lakyda, Domashovets, 2009; Odinak, 1992"
10076,Fagus crenata,112,"80-Be,20-Mag",,Natural,10,100,12.6,27.6,357,,,243,133.9,,35.6,1.9,36.7,,,,,,,,,,,,,,,,,JPN,36.85,138.68,1025,1975,,,80428,"Kakubari, 1977"
9758,Fagus sylvatica,112,"80-Be,20-Oa",,Natural,8,8,2.5,1.5,16815,,,26,14,,4,1.2,5,,,,,,,,,,,,,,,,,FRA,48.33,1.17,153,2002,,,80402,"Huet et al., 2004"
